YEAR,YEAR_LONG,COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,PK12_ENROLLMENT,PK_FULL_ENROLLMENT,PK_HALF_ENROLLMENT,PK_ENROLLMENT,K12_ENROLLMENT,CHG_PK12_ENROLLMENT,PCT_CHG_PK12_ENROLLMENT,CHG_10YR_PK12_ENROLLMENT,PCT_CHG_10Y_PK12_ENROLLMENT,CHG_K12_ENROLLMENT,PCT_CHG_K12_ENROLLMENT,CHG_10Y_K12_ENROLLMENT,PCT_CHG_10Y_K12_ENROLLMENT
2023,2023-24,27,Morris,3410,Mount Arlington Public School District,350,6,4,10,340,13,0.03857566765578646,15,0.04477611940298498,7,0.021021021021021102,5,0.014925373134328401
2012,2012-13,27,Morris,3450,Mount Olive Township School District,4586,0,0,0,4586,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,27,Morris,3450,Mount Olive Township School District,4628,0,0,0,4628,42,0.00915830789358929,NA,NA,42,0.00915830789358929,NA,NA
2014,2014-15,27,Morris,3450,Mount Olive Township School District,4670.5,0,0,0,4670.5,42.5,0.009183232497839144,NA,NA,42.5,0.009183232497839144,NA,NA
2015,2015-16,27,Morris,3450,Mount Olive Township School District,4568,0,0,0,4568,-102.5,-0.02194625843057485,NA,NA,-102.5,-0.02194625843057485,NA,NA
2016,2016-17,27,Morris,3450,Mount Olive Township School District,4567.5,0,2,2,4565.5,-0.5,-1.0945709281962035e-4,NA,NA,-2.5,-5.472854640981017e-4,NA,NA
2017,2017-18,27,Morris,3450,Mount Olive Township School District,4610,0,8,8,4602,42.5,0.009304871373836843,NA,NA,36.5,0.007994743182564878,NA,NA
2018,2018-19,27,Morris,3450,Mount Olive Township School District,4617.5,0,16,16,4601.5,7.5,0.0016268980477223138,NA,NA,-0.5,-1.0864841373314782e-4,NA,NA
2019,2019-20,27,Morris,3450,Mount Olive Township School District,4655.5,0,16,16,4639.5,38,0.008229561451001732,NA,NA,38,0.008258176681516849,NA,NA
2020,2020-21,27,Morris,3450,Mount Olive Township School District,4613.5,0,25,25,4588.5,-42,-0.00902158736977765,NA,NA,-51,-0.010992563853863602,NA,NA
2021,2021-22,27,Morris,3450,Mount Olive Township School District,4557,3,45,48,4509,-56.5,-0.012246667389183896,NA,NA,-79.5,-0.0173259235044132,NA,NA
2022,2022-23,27,Morris,3450,Mount Olive Township School District,4742,6,88,94,4648,185,0.040596883914856274,156,0.034016572176188475,139,0.030827234420048866,62,0.013519406890536434
2023,2023-24,27,Morris,3450,Mount Olive Township School District,4812,3,138,141,4671,70,0.014761703922395508,184,0.039757994814174635,23,0.004948364888123891,43,0.00929127052722567
2012,2012-13,27,Morris,3460,Mountain Lakes Public School District,1583,2,2,4,1579,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,27,Morris,3460,Mountain Lakes Public School District,1539,3,1,4,1535,-44,-0.027795325331648746,NA,NA,-44,-0.027865737808739688,NA,NA
2014,2014-15,27,Morris,3460,Mountain Lakes Public School District,1532.5,0,0,0,1532.5,-6.5,-0.0042235217673813885,NA,NA,-2.5,-0.0016286644951140072,NA,NA
2015,2015-16,27,Morris,3460,Mountain Lakes Public School District,1523,5,0,5,1518,-9.5,-0.006199021207177857,NA,NA,-14.5,-0.009461663947797683,NA,NA
2016,2016-17,27,Morris,3460,Mountain Lakes Public School District,1526,3,4,7,1519,3,0.001969796454366346,NA,NA,1,6.587615283266679e-4,NA,NA
2017,2017-18,27,Morris,3460,Mountain Lakes Public School District,1509.5,4,4,8,1501.5,-16.5,-0.01081258191349932,NA,NA,-17.5,-0.011520737327188946,NA,NA
2018,2018-19,27,Morris,3460,Mountain Lakes Public School District,1486.5,5,2,7,1479.5,-23,-0.015236833388539206,NA,NA,-22,-0.0146520146520146,NA,NA
2019,2019-20,27,Morris,3460,Mountain Lakes Public School District,1454.5,4,4,8,1446.5,-32,-0.021527077026572528,NA,NA,-33,-0.022304832713754608,NA,NA
2020,2020-21,27,Morris,3460,Mountain Lakes Public School District,1405,5,2,7,1398,-49.5,-0.034032313509797185,NA,NA,-48.5,-0.033529208434151414,NA,NA
2021,2021-22,27,Morris,3460,Mountain Lakes Public School District,1370.5,7,1,8,1362.5,-34.5,-0.02455516014234871,NA,NA,-35.5,-0.02539341917024318,NA,NA
2022,2022-23,27,Morris,3460,Mountain Lakes Public School District,1355.5,10,1,11,1344.5,-15,-0.01094491061656333,-227.5,-0.14371446620341122,-18,-0.01321100917431195,-234.5,-0.14851171627612414
2023,2023-24,27,Morris,3460,Mountain Lakes Public School District,1321,19,0,19,1302,-34.5,-0.025451862781261547,-218,-0.14165042235217673,-42.5,-0.03161026403867606,-233,-0.15179153094462539
2012,2012-13,27,Morris,3520,Netcong School District,315,4,24,28,287,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,27,Morris,3520,Netcong School District,303,2,16,18,285,-12,-0.03809523809523807,NA,NA,-2,-0.006968641114982632,NA,NA
2014,2014-15,27,Morris,3520,Netcong School District,296,1,20,21,275,-7,-0.02310231023102305,NA,NA,-10,-0.03508771929824561,NA,NA
2015,2015-16,27,Morris,3520,Netcong School District,289,1,21,22,267,-7,-0.023648648648648685,NA,NA,-8,-0.029090909090909056,NA,NA
2016,2016-17,27,Morris,3520,Netcong School District,295,2,18,20,275,6,0.02076124567474058,NA,NA,8,0.029962546816479474,NA,NA
2017,2017-18,27,Morris,3520,Netcong School District,315,0,28,28,287,20,0.06779661016949157,NA,NA,12,0.043636363636363695,NA,NA
2018,2018-19,27,Morris,3520,Netcong School District,285,0,12,12,273,-30,-0.09523809523809523,NA,NA,-14,-0.04878048780487809,NA,NA
2019,2019-20,27,Morris,3520,Netcong School District,288,15,0,15,273,3,0.010526315789473717,NA,NA,0,0,NA,NA
2020,2020-21,27,Morris,3520,Netcong School District,283,23,0,23,260,-5,-0.01736111111111116,NA,NA,-13,-0.04761904761904767,NA,NA
2021,2021-22,27,Morris,3520,Netcong School District,277,25,0,25,252,-6,-0.021201413427561877,NA,NA,-8,-0.03076923076923077,NA,NA
2022,2022-23,27,Morris,3520,Netcong School District,295,25,0,25,270,18,0.06498194945848379,-20,-0.06349206349206349,18,0.0714285714285714,-17,-0.059233449477351874
2023,2023-24,27,Morris,3520,Netcong School District,280,29,0,29,251,-15,-0.05084745762711862,-23,-0.07590759075907594,-19,-0.07037037037037042,-34,-0.11929824561403513
2012,2012-13,27,Morris,3950,Parsippany-Troy Hills Township School District,7147,0,126,126,7021,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,27,Morris,3950,Parsippany-Troy Hills Township School District,7023.5,0,106,106,6917.5,-123.5,-0.0172799776129845,NA,NA,-103.5,-0.01474148981626544,NA,NA
2014,2014-15,27,Morris,3950,Parsippany-Troy Hills Township School District,6925,39,99,138,6787,-98.5,-0.014024346835623258,NA,NA,-130.5,-0.018865196964221176,NA,NA
2015,2015-16,27,Morris,3950,Parsippany-Troy Hills Township School District,7012.5,37,113,150,6862.5,87.5,0.012635379061371799,NA,NA,75.5,0.011124208044791528,NA,NA
2016,2016-17,27,Morris,3950,Parsippany-Troy Hills Township School District,6983.5,63,106,169,6814.5,-29,-0.004135472370766502,NA,NA,-48,-0.006994535519125655,NA,NA
2017,2017-18,27,Morris,3950,Parsippany-Troy Hills Township School District,7031.5,59,69,128,6903.5,48,0.006873344311591589,NA,NA,89,0.01306038594174197,NA,NA
2018,2018-19,27,Morris,3950,Parsippany-Troy Hills Township School District,7145.5,42,84,126,7019.5,114,0.01621275687975543,NA,NA,116,0.016803070906062034,NA,NA
2019,2019-20,27,Morris,3950,Parsippany-Troy Hills Township School District,7189,40,82,122,7067,43.5,0.00608774753341268,NA,NA,47.5,0.006766863736733297,NA,NA
2020,2020-21,27,Morris,3950,Parsippany-Troy Hills Township School District,7131,44,54,98,7033,-58,-0.008067881485603001,NA,NA,-34,-0.0048110938163293815,NA,NA
2021,2021-22,27,Morris,3950,Parsippany-Troy Hills Township School District,6999.5,41,80,121,6878.5,-131.5,-0.018440611414948793,NA,NA,-154.5,-0.021967865775629147,NA,NA
2022,2022-23,27,Morris,3950,Parsippany-Troy Hills Township School District,6984.5,37,86,123,6861.5,-15,-0.002143010215015395,-162.5,-0.022736812648663784,-17,-0.0024714690702914988,-159.5,-0.02271756160091154
2023,2023-24,27,Morris,3950,Parsippany-Troy Hills Township School District,7149.5,109,95,204,6945.5,165,0.02362373827761477,126,0.017939773617142496,84,0.012242221088683225,28,0.004047705095771681
2012,2012-13,27,Morris,4000,Long Hill Township School District,860,1,16,17,843,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,27,Morris,4000,Long Hill Township School District,846,0,15,15,831,-14,-0.016279069767441867,NA,NA,-12,-0.014234875444839812,NA,NA
2014,2014-15,27,Morris,4000,Long Hill Township School District,830,3,22,25,805,-16,-0.01891252955082745,NA,NA,-26,-0.03128760529482555,NA,NA
2015,2015-16,27,Morris,4000,Long Hill Township School District,821,0,27,27,794,-9,-0.010843373493975905,NA,NA,-11,-0.013664596273291973,NA,NA
2016,2016-17,27,Morris,4000,Long Hill Township School District,830,0,20,20,810,9,0.010962241169305775,NA,NA,16,0.02015113350125941,NA,NA
2017,2017-18,27,Morris,4000,Long Hill Township School District,849,0,32,32,817,19,0.02289156626506017,NA,NA,7,0.00864197530864197,NA,NA
2018,2018-19,27,Morris,4000,Long Hill Township School District,851,0,38,38,813,2,0.002355712603062443,NA,NA,-4,-0.004895960832313362,NA,NA
2019,2019-20,27,Morris,4000,Long Hill Township School District,889,7,29,36,853,38,0.044653349001175124,NA,NA,40,0.04920049200492005,NA,NA
2020,2020-21,27,Morris,4000,Long Hill Township School District,793,22,0,22,771,-96,-0.10798650168728907,NA,NA,-82,-0.09613130128956626,NA,NA
2021,2021-22,27,Morris,4000,Long Hill Township School District,830,27,0,27,803,37,0.046658259773013855,NA,NA,32,0.04150453955901434,NA,NA
2022,2022-23,27,Morris,4000,Long Hill Township School District,832,28,0,28,804,2,0.002409638554216942,-28,-0.032558139534883734,1,0.001245330012453305,-39,-0.0462633451957295
2023,2023-24,27,Morris,4000,Long Hill Township School District,854,32,0,32,822,22,0.02644230769230771,8,0.009456264775413725,18,0.02238805970149249,-9,-0.010830324909747335
2012,2012-13,27,Morris,4080,Pequannock Township School District,2236.5,0,0,0,2236.5,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,27,Morris,4080,Pequannock Township School District,2252.5,0,17,17,2235.5,16,0.007154035323049479,NA,NA,-1,-4.4712720769057857e-4,NA,NA
2014,2014-15,27,Morris,4080,Pequannock Township School District,2224,3,14,17,2207,-28.5,-0.01265260821309655,NA,NA,-28.5,-0.012748825766047855,NA,NA
2015,2015-16,27,Morris,4080,Pequannock Township School District,2162.5,17,14,31,2131.5,-61.5,-0.02765287769784175,NA,NA,-75.5,-0.03420933393747172,NA,NA
2016,2016-17,27,Morris,4080,Pequannock Township School District,2129.5,14,21,35,2094.5,-33,-0.015260115606936409,NA,NA,-37,-0.017358667604973066,NA,NA
2017,2017-18,27,Morris,4080,Pequannock Township School District,2118,14,18,32,2086,-11.5,-0.005400328715660985,NA,NA,-8.5,-0.004058247791835723,NA,NA
2018,2018-19,27,Morris,4080,Pequannock Township School District,2086,17,18,35,2051,-32,-0.01510859301227574,NA,NA,-35,-0.016778523489932917,NA,NA
2019,2019-20,27,Morris,4080,Pequannock Township School District,2038,23,9,32,2006,-48,-0.0230105465004794,NA,NA,-45,-0.021940516821062905,NA,NA
2020,2020-21,27,Morris,4080,Pequannock Township School District,2045,22,10,32,2013,7,0.0034347399411187585,NA,NA,7,0.0034895314057825644,NA,NA
2021,2021-22,27,Morris,4080,Pequannock Township School District,2091,20,18,38,2053,46,0.02249388753056225,NA,NA,40,0.019870839542970753,NA,NA
2022,2022-23,27,Morris,4080,Pequannock Township School District,2077.5,33,12,45,2032.5,-13.5,-0.0064562410329985775,-159,-0.07109322602280344,-20.5,-0.009985387238187982,-204,-0.09121395036887991
2023,2023-24,27,Morris,4080,Pequannock Township School District,2082,45,18,63,2019,4.5,0.0021660649819494893,-170.5,-0.07569367369589342,-13.5,-0.006642066420664228,-216.5,-0.09684634309997764
2012,2012-13,27,Morris,4330,Randolph Township School District,5060.5,0,43,43,5017.5,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,27,Morris,4330,Randolph Township School District,4918,1,37,38,4880,-142.5,-0.028159272799130552,NA,NA,-137.5,-0.02740408570004982,NA,NA
2014,2014-15,27,Morris,4330,Randolph Township School District,4819,0,40,40,4779,-99,-0.02013013420089471,NA,NA,-101,-0.020696721311475375,NA,NA
2015,2015-16,27,Morris,4330,Randolph Township School District,4788,0,22,22,4766,-31,-0.006432869890018678,NA,NA,-13,-0.002720234358652429,NA,NA
2016,2016-17,27,Morris,4330,Randolph Township School District,4687.5,1,50,51,4636.5,-100.5,-0.020989974937343336,NA,NA,-129.5,-0.02717163239613929,NA,NA
2017,2017-18,27,Morris,4330,Randolph Township School District,4702,7,58,65,4637,14.5,0.0030933333333333923,NA,NA,0.5,1.0783996549124097e-4,NA,NA
2018,2018-19,27,Morris,4330,Randolph Township School District,4613.5,0,54,54,4559.5,-88.5,-0.018821777966822606,NA,NA,-77.5,-0.01671339227949109,NA,NA
2019,2019-20,27,Morris,4330,Randolph Township School District,4520,0,67,67,4453,-93.5,-0.02026660886528664,NA,NA,-106.5,-0.02335782432284239,NA,NA
2020,2020-21,27,Morris,4330,Randolph Township School District,4296.5,0,27,27,4269.5,-223.5,-0.049446902654867286,NA,NA,-183.5,-0.04120817426454071,NA,NA
2021,2021-22,27,Morris,4330,Randolph Township School District,4303.5,0,84,84,4219.5,7,0.001629233096706706,NA,NA,-50,-0.01171097318187142,NA,NA
2022,2022-23,27,Morris,4330,Randolph Township School District,4211.5,0,71,71,4140.5,-92,-0.02137794818171257,-849,-0.16776998320324077,-79,-0.0187225974641545,-877,-0.17478824115595415
2023,2023-24,27,Morris,4330,Randolph Township School District,4249.5,5,110,115,4134.5,38,0.009022913451264492,-668.5,-0.13592923952826352,-6,-0.001449100350199295,-745.5,-0.152766393442623
2012,2012-13,27,Morris,4440,Riverdale School District,336,0,14,14,322,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,27,Morris,4440,Riverdale School District,332,0,16,16,316,-4,-0.011904761904761862,NA,NA,-6,-0.018633540372670843,NA,NA
2014,2014-15,27,Morris,4440,Riverdale School District,324,0,16,16,308,-8,-0.02409638554216864,NA,NA,-8,-0.025316455696202556,NA,NA
2015,2015-16,27,Morris,4440,Riverdale School District,342,0,15,15,327,18,0.05555555555555558,NA,NA,19,0.06168831168831179,NA,NA
2016,2016-17,27,Morris,4440,Riverdale School District,337,0,16,16,321,-5,-0.014619883040935644,NA,NA,-6,-0.01834862385321101,NA,NA
2017,2017-18,27,Morris,4440,Riverdale School District,333,0,18,18,315,-4,-0.011869436201780381,NA,NA,-6,-0.01869158878504673,NA,NA
2018,2018-19,27,Morris,4440,Riverdale School District,334,0,15,15,319,1,0.0030030030030030463,NA,NA,4,0.012698412698412653,NA,NA
2019,2019-20,27,Morris,4440,Riverdale School District,322,0,12,12,310,-12,-0.0359281437125748,NA,NA,-9,-0.028213166144200663,NA,NA
2020,2020-21,27,Morris,4440,Riverdale School District,295,0,6,6,289,-27,-0.08385093167701863,NA,NA,-21,-0.06774193548387097,NA,NA
2021,2021-22,27,Morris,4440,Riverdale School District,285,0,18,18,267,-10,-0.03389830508474578,NA,NA,-22,-0.07612456747404839,NA,NA
2022,2022-23,27,Morris,4440,Riverdale School District,285,0,16,16,269,0,0,-51,-0.1517857142857143,2,0.0074906367041198685,-53,-0.1645962732919255
2023,2023-24,27,Morris,4440,Riverdale School District,287,15,0,15,272,2,0.007017543859649145,-45,-0.13554216867469882,3,0.011152416356877248,-44,-0.1392405063291139
2012,2012-13,27,Morris,4480,Rockaway Borough School District,662,0,46,46,616,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,27,Morris,4480,Rockaway Borough School District,625,0,34,34,591,-37,-0.0558912386706949,NA,NA,-25,-0.04058441558441561,NA,NA
2014,2014-15,27,Morris,4480,Rockaway Borough School District,578,0,23,23,555,-47,-0.07520000000000004,NA,NA,-36,-0.060913705583756306,NA,NA
2015,2015-16,27,Morris,4480,Rockaway Borough School District,583,0,23,23,560,5,0.00865051903114189,NA,NA,5,0.009009009009008917,NA,NA
2016,2016-17,27,Morris,4480,Rockaway Borough School District,603,0,27,27,576,20,0.03430531732418518,NA,NA,16,0.02857142857142847,NA,NA
2017,2017-18,27,Morris,4480,Rockaway Borough School District,579,0,19,19,560,-24,-0.03980099502487566,NA,NA,-16,-0.02777777777777779,NA,NA
2018,2018-19,27,Morris,4480,Rockaway Borough School District,555,0,19,19,536,-24,-0.041450777202072575,NA,NA,-24,-0.042857142857142816,NA,NA
2019,2019-20,27,Morris,4480,Rockaway Borough School District,545,0,18,18,527,-10,-0.018018018018018056,NA,NA,-9,-0.016791044776119368,NA,NA
